Date,Open,High,Low,Close,Adj Close,Volume
2020-10-19,148.529999,148.899994,144.130005,144.320007,142.435883,7250800
2020-10-20,144.660004,145.750000,144.119995,144.550003,142.662888,5325400
2020-10-21,144.119995,145.339996,143.910004,143.929993,142.050980,5221300
2020-10-22,144.160004,145.690002,143.839996,145.080002,143.185974,5279700
2020-10-23,145.880005,147.470001,144.350006,145.240005,143.343872,4154400
2020-10-26,144.429993,144.770004,142.750000,143.970001,142.090469,6929500
2020-10-27,143.740005,144.289993,142.919998,143.149994,141.281143,4890100
2020-10-28,141.429993,141.979996,138.179993,138.360001,136.553696,8426100
2020-10-29,138.000000,138.699997,136.050003,137.190002,135.398972,7205400
2020-10-30,136.679993,137.539993,133.649994,137.110001,135.320007,7364100
2020-11-02,138.979996,139.009995,137.490005,138.690002,136.879379,7088000
2020-11-03,140.020004,140.960007,137.779999,138.500000,136.691864,6363000
2020-11-04,139.490005,142.539993,138.699997,139.399994,137.580109,10263500
2020-11-05,140.550003,141.830002,139.259995,139.759995,137.935425,8016200
2020-11-06,140.399994,143.190002,139.649994,142.250000,140.392899,5942500
2020-11-09,148.429993,148.990005,144.919998,146.080002,144.172913,12351600
2020-11-10,147.250000,148.750000,146.259995,148.279999,146.344177,7386500
2020-11-11,149.169998,149.199997,146.860001,147.800003,145.870453,6382400
2020-11-12,147.610001,148.649994,146.750000,148.300003,146.363922,4710300
2020-11-13,149.089996,150.410004,148.410004,149.899994,147.943039,5893500
2020-11-16,150.919998,151.300003,149.800003,150.850006,148.880646,6266400
2020-11-17,150.000000,150.630005,149.119995,149.350006,147.400223,7297700
2020-11-18,148.869995,149.759995,147.369995,147.369995,145.446060,6661000
2020-11-19,147.300003,147.460007,145.589996,147.139999,145.219070,7987700
2020-11-20,147.050003,147.940002,146.130005,146.360001,144.449265,6354900
2020-11-23,146.009995,146.009995,143.039993,143.869995,142.978424,7318300
2020-11-24,144.000000,144.759995,143.610001,143.869995,142.978424,11034800
2020-11-25,144.059998,144.169998,142.860001,143.679993,142.789597,7594600
2020-11-27,144.500000,144.660004,143.220001,144.000000,143.107620,3059000
2020-11-30,144.229996,144.860001,143.059998,144.679993,143.783401,15663200
2020-12-01,146.289993,149.130005,145.860001,147.449997,146.536240,9741300
2020-12-02,147.850006,149.710007,147.699997,148.139999,147.221954,7745500
2020-12-03,148.039993,149.580002,147.690002,149.000000,148.076630,7310500
2020-12-04,149.789993,150.309998,149.270004,150.270004,149.338760,6747100
2020-12-07,149.350006,149.910004,148.509995,148.970001,148.046814,6634700
2020-12-08,150.000000,152.139999,149.550003,151.550003,150.610840,8339800
2020-12-09,152.830002,153.500000,151.759995,153.100006,152.151230,8440100
2020-12-10,152.820007,152.979996,151.679993,152.250000,151.306488,7392900
2020-12-11,151.529999,153.410004,151.229996,152.949997,152.002151,5977400
2020-12-14,153.250000,153.479996,148.990005,149.070007,148.146210,8547300
2020-12-15,150.000000,150.750000,149.529999,150.570007,149.636917,7614700
2020-12-16,150.199997,150.919998,149.550003,149.669998,148.742477,8486100
2020-12-17,150.089996,153.889999,149.960007,153.619995,152.667999,9920300
2020-12-18,153.649994,155.100006,151.669998,154.509995,153.552475,17137200
2020-12-21,152.009995,153.410004,150.050003,153.020004,152.071732,7893400
2020-12-22,152.399994,153.899994,151.860001,152.720001,151.773575,4699500
2020-12-23,152.800003,153.600006,151.899994,151.940002,150.998413,4607300
2020-12-24,151.850006,153.039993,151.820007,152.470001,151.525131,2114900
2020-12-28,153.320007,153.869995,152.300003,153.190002,152.240677,3855500
2020-12-29,154.110001,154.929993,153.800003,154.139999,153.184784,5212000
2020-12-30,154.740005,156.380005,154.600006,156.050003,155.082947,5412800
2020-12-31,156.529999,157.660004,155.110001,157.380005,156.404709,5099900
2021-01-04,157.240005,157.380005,154.130005,156.500000,155.530151,11765900
2021-01-05,156.250000,158.759995,155.070007,158.339996,157.358749,9602300
2021-01-06,157.240005,160.229996,156.720001,159.830002,158.839523,8230100
2021-01-07,159.000000,161.029999,158.350006,160.369995,159.376160,7747200
2021-01-08,160.509995,161.100006,159.880005,160.039993,159.048218,8228900
2021-01-11,160.559998,161.320007,158.770004,159.369995,158.382370,7068200
2021-01-12,159.149994,159.660004,157.330002,158.130005,157.150055,6903200
2021-01-13,158.229996,158.460007,156.750000,157.889999,156.911545,6643100
2021-01-14,160.449997,161.949997,159.610001,160.649994,159.654434,10030800
2021-01-15,160.300003,161.410004,159.110001,160.300003,159.306610,7630800
2021-01-19,162.000000,163.039993,161.100006,162.779999,161.771240,9057600
2021-01-20,163.199997,164.139999,161.800003,162.380005,161.373718,6839900
2021-01-21,161.320007,162.479996,160.059998,161.729996,160.727737,6822800
2021-01-22,162.360001,165.160004,161.869995,163.550003,162.536469,8137000
2021-01-25,165.009995,166.089996,163.660004,165.979996,164.951401,9924400
2021-01-26,169.699997,173.649994,169.389999,170.479996,169.423508,14205700
