Date,Open,High,Low,Close,Adj Close,Volume
2020-09-08,43.700001,44.070000,42.700001,43.070000,40.668858,8765400
2020-09-09,43.369999,44.169998,43.310001,43.790001,41.348721,16628800
2020-09-10,43.889999,43.889999,43.270000,43.349998,40.933247,7569900
2020-09-11,43.470001,43.720001,43.160000,43.590000,41.159866,9282300
2020-09-14,42.900002,43.360001,42.630001,43.000000,41.419949,10177700
2020-09-15,43.099998,43.389999,42.709999,42.779999,41.208031,8482700
2020-09-16,42.880001,42.910000,41.740002,41.759998,40.225510,9752100
2020-09-17,41.580002,41.959999,40.820000,40.860001,39.358585,9770500
2020-09-18,40.880001,41.040001,39.490002,39.840000,38.376060,22715200
2020-09-21,39.680000,39.799999,38.439999,38.820000,37.393543,10251700
2020-09-22,39.000000,39.419998,38.490002,38.549999,37.133465,8560100
2020-09-23,38.750000,39.049999,37.919998,37.930000,36.536247,8258900
2020-09-24,38.000000,38.619999,37.590000,38.330002,36.921551,7301400
2020-09-25,38.119999,38.410000,37.779999,38.270000,36.863754,7854900
2020-09-28,38.470001,39.209999,38.470001,38.950001,37.518768,8003800
2020-09-29,38.939999,38.950001,38.330002,38.360001,36.950447,7030200
2020-09-30,38.540001,38.900002,38.330002,38.639999,37.220154,7706900
2020-10-01,38.669998,38.950001,38.380001,38.919998,37.489868,7656100
2020-10-02,38.400002,39.220001,38.349998,38.970001,37.538033,5268300
2020-10-05,39.169998,39.619999,38.919998,39.500000,38.048557,5154800
2020-10-06,39.650002,40.220001,39.480000,39.599998,38.144882,6555800
2020-10-07,39.810001,40.840000,39.810001,40.529999,39.040710,7425000
2020-10-08,40.669998,40.950001,40.230000,40.380001,38.896221,5715600
2020-10-09,40.830002,41.259998,40.590000,40.689999,39.194828,11445000
2020-10-12,40.650002,41.240002,40.380001,40.450001,38.963650,7167200
2020-10-13,40.380001,40.419998,39.320000,39.380001,37.932968,8704000
2020-10-14,39.279999,39.820000,39.119999,39.549999,38.096718,5089000
2020-10-15,39.160000,39.740002,39.049999,39.700001,38.241207,4206800
2020-10-16,39.910000,40.240002,39.529999,39.529999,38.077454,5968700
2020-10-19,39.560001,39.939999,39.119999,39.180000,37.740314,5184300
2020-10-20,39.470001,39.500000,38.630001,38.700001,37.277954,7308100
2020-10-21,38.490002,38.750000,38.430000,38.509998,37.094933,5799800
2020-10-22,38.630001,39.060001,38.439999,38.990002,37.557297,4621600
2020-10-23,39.270000,39.360001,38.779999,39.080002,37.643993,4504100
2020-10-26,38.880001,38.939999,38.230000,38.570000,37.152729,7152800
2020-10-27,38.430000,38.570000,37.150002,37.169998,35.804173,9627500
2020-10-28,36.580002,37.139999,36.279999,36.720001,35.370708,12641100
2020-10-29,36.650002,37.200001,36.230000,36.869999,35.515198,12650800
2020-10-30,36.250000,36.750000,35.830002,36.080002,34.754230,12782500
2020-11-02,36.490002,36.770000,36.130001,36.480000,35.139526,9370800
2020-11-03,36.720001,37.570000,36.709999,37.389999,36.016090,10594100
2020-11-04,37.740002,38.820000,37.660000,38.080002,36.680737,12802800
2020-11-05,38.439999,38.459999,37.299999,37.310001,35.939034,9608700
2020-11-06,37.360001,37.849998,37.070000,37.270000,35.900497,8016300
2020-11-09,38.740002,39.430000,38.110001,38.169998,36.767426,16564700
2020-11-10,38.700001,39.709999,38.480000,39.590000,38.135250,13246100
2020-11-11,39.840000,39.849998,39.130001,39.759998,38.299000,9146300
2020-11-12,39.560001,39.660000,38.900002,39.500000,38.048557,7815000
2020-11-13,39.740002,40.400002,39.400002,40.330002,38.848057,6552300
2020-11-16,40.810001,41.520000,40.520000,41.480000,39.955803,7296000
2020-11-17,41.119999,41.480000,40.880001,41.189999,39.676456,5204400
2020-11-18,41.209999,41.380001,40.160000,40.169998,38.693935,7850500
2020-11-19,40.009998,40.410000,39.360001,40.060001,38.587978,8198100
2020-11-20,39.840000,40.150002,39.720001,39.939999,38.472385,6053400
2020-11-23,40.000000,40.419998,39.820000,40.200001,38.722836,6676000
2020-11-24,40.810001,41.540001,40.669998,41.000000,39.493439,10679800
2020-11-25,40.900002,41.000000,40.349998,40.380001,38.896221,6483400
2020-11-27,40.400002,40.540001,39.970001,40.369999,38.886589,4664500
2020-11-30,40.250000,40.279999,39.599998,39.830002,38.366432,14473700
2020-12-01,40.080002,40.880001,40.009998,40.490002,39.002178,10720900
2020-12-02,40.480000,40.830002,39.910000,40.020000,38.549450,8990200
2020-12-03,40.230000,40.529999,39.919998,40.419998,38.934750,14800300
2020-12-04,40.700001,41.369999,40.599998,41.369999,39.849838,9814000
2020-12-07,41.490002,41.770000,41.040001,41.689999,40.158081,9947500
2020-12-08,41.400002,42.310001,40.930000,42.230000,40.678242,12791600
2020-12-09,42.369999,43.169998,42.290001,42.980000,41.400681,16687900
2020-12-10,43.090000,43.130001,42.470001,42.950001,41.371784,9647500
2020-12-11,42.619999,43.139999,42.619999,43.000000,41.419949,8352800
2020-12-14,43.360001,43.360001,42.889999,42.900002,41.323624,15216200
2020-12-15,42.830002,42.930000,42.040001,42.180000,40.630077,14434800
2020-12-16,42.200001,43.169998,42.180000,43.099998,41.516273,13036000
2020-12-17,42.970001,43.119999,42.709999,43.000000,41.419949,8628700
2020-12-18,42.959999,43.869999,42.919998,43.779999,42.171288,23929700
2020-12-21,43.110001,43.180000,42.580002,42.939999,41.362152,10118600
2020-12-22,43.000000,43.130001,42.310001,42.549999,40.986485,9063300
2020-12-23,42.680000,43.070000,42.619999,42.869999,41.294724,7550100
2020-12-24,41.889999,41.919998,41.150002,41.720001,41.009663,6055800
2020-12-28,41.889999,42.290001,41.240002,41.480000,40.773750,8657900
2020-12-29,41.650002,41.799999,40.720001,40.730000,40.036518,8979600
2020-12-30,40.680000,40.970001,40.349998,40.740002,40.046349,7038700
2020-12-31,40.630001,41.110001,40.169998,41.000000,40.301922,7286700
2021-01-04,41.080002,41.110001,40.000000,40.840000,40.144646,10657400
2021-01-05,40.849998,41.220001,40.700001,40.759998,40.066006,6375800
2021-01-06,40.930000,41.590000,40.709999,41.419998,40.714767,9048000
2021-01-07,41.610001,41.980000,41.389999,41.779999,41.068642,6962900
2021-01-08,41.799999,41.840000,41.279999,41.590000,40.881878,8314300
2021-01-11,41.669998,42.029999,41.290001,41.349998,40.645962,9720300
2021-01-12,41.270000,41.450001,40.630001,40.930000,40.233112,7324500
2021-01-13,40.770000,41.250000,40.770000,41.090000,40.390388,7515000
2021-01-14,41.180000,41.779999,40.880001,41.110001,40.410049,6963400
2021-01-15,41.000000,41.340000,40.869999,41.200001,40.498516,8070000
2021-01-19,41.380001,41.830002,41.009998,41.230000,40.528004,9653800
2021-01-20,41.459999,42.189999,41.330002,42.099998,41.383190,7002300
2021-01-21,42.049999,42.290001,41.709999,41.939999,41.225914,7113100
2021-01-22,41.820000,42.090000,41.509998,41.830002,41.117790,5526300
2021-01-25,41.770000,42.240002,41.340000,41.959999,41.245575,8201200
2021-01-26,42.020000,42.389999,41.849998,42.230000,41.510979,5861200
2021-01-27,41.959999,42.500000,41.680000,41.820000,41.107960,8405400
2021-01-28,41.820000,43.040001,41.779999,42.650002,41.923828,9547200
2021-01-29,42.250000,42.439999,41.029999,41.080002,40.380562,11865200
2021-02-01,41.080002,41.360001,40.459999,40.770000,40.075836,9606000
2021-02-02,41.180000,41.779999,40.570000,41.570000,40.862217,10121600
2021-02-03,41.349998,42.130001,41.209999,42.000000,41.284897,8059800
2021-02-04,42.110001,42.560001,41.930000,42.529999,41.805870,7543500
2021-02-05,42.779999,42.970001,42.430000,42.470001,41.746895,6074900
2021-02-08,42.549999,43.330002,42.549999,42.970001,42.238380,7163800
2021-02-09,43.130001,43.540001,42.770000,43.360001,42.621738,7571800
2021-02-10,43.570000,43.919998,43.299999,43.549999,42.808502,6866300
2021-02-11,43.529999,43.849998,43.139999,43.310001,42.572594,6609000
2021-02-12,43.240002,43.540001,43.009998,43.400002,42.661060,7484500
2021-02-16,43.310001,43.630001,43.099998,43.410000,42.670887,6854100
2021-02-17,43.400002,43.910000,43.230000,43.599998,42.857651,5977700
2021-02-18,43.610001,44.060001,43.570000,43.630001,42.887142,6309100
2021-02-19,43.820000,43.950001,43.540001,43.799999,43.054249,7494700
2021-02-22,43.740002,44.480000,43.700001,44.419998,43.663689,7245100
2021-02-23,44.880001,44.990002,44.029999,44.290001,43.535908,11129500
2021-02-24,44.369999,45.180000,44.270000,45.000000,44.233818,7419500
2021-02-25,45.000000,45.340000,44.450001,44.630001,43.870117,9414600
2021-02-26,44.500000,44.660000,43.549999,43.599998,42.857651,12514100
2021-03-01,44.150002,45.160000,44.009998,44.540001,43.781651,8231800
2021-03-02,44.610001,45.130001,44.540001,44.720001,43.958584,7763100
2021-03-03,44.720001,45.639999,44.610001,45.049999,44.282963,9727300
2021-03-04,45.040001,45.549999,44.080002,44.259998,43.506413,12832700
2021-03-05,44.680000,45.299999,44.400002,45.119999,44.351772,11431700
2021-03-08,45.450001,47.070000,45.060001,46.900002,46.101467,16311100
2021-03-09,46.869999,47.990002,46.590000,47.680000,46.868187,13062100
2021-03-10,47.900002,48.439999,47.759998,48.200001,47.379333,9423100
2021-03-11,47.959999,48.439999,47.759998,47.799999,46.986141,8702500
2021-03-12,48.060001,48.810001,48.000000,48.650002,47.821671,9312500
2021-03-15,49.070000,49.950001,49.029999,49.840000,48.991409,12828100
2021-03-16,49.209999,49.910000,48.910000,49.439999,48.598217,9975200
2021-03-17,49.419998,49.869999,48.919998,49.779999,48.932430,11636500
2021-03-18,49.849998,50.840000,49.750000,50.570000,49.708981,10432700
2021-03-19,50.700001,51.169998,50.139999,50.549999,49.689320,37164100
2021-03-22,50.450001,51.720001,50.180000,51.639999,50.760761,10365200
2021-03-23,51.570000,51.660000,50.330002,50.509998,49.650002,12000100
2021-03-24,49.189999,49.919998,49.139999,49.509998,49.509998,9286000
2021-03-25,49.080002,50.389999,49.080002,50.189999,50.189999,7820600
2021-03-26,51.000000,52.590000,50.830002,52.500000,52.500000,15409500
2021-03-29,51.990002,52.580002,51.689999,52.299999,52.299999,9027400
2021-03-30,52.299999,52.580002,51.139999,51.259998,51.259998,8576100
2021-03-31,51.180000,51.369999,50.959999,51.160000,51.160000,8398200
2021-04-01,51.000000,51.160000,50.270000,51.000000,51.000000,8269900
2021-04-05,51.369999,51.869999,51.270000,51.320000,51.320000,6937500
2021-04-06,51.169998,51.779999,51.150002,51.380001,51.380001,7169300
2021-04-07,51.400002,51.549999,50.860001,51.130001,51.130001,6101600
2021-04-08,51.220001,51.630001,50.939999,51.480000,51.480000,6511200
2021-04-09,51.400002,51.720001,51.349998,51.490002,51.490002,5653500
2021-04-12,51.720001,51.919998,51.410000,51.750000,51.750000,5849400
2021-04-13,51.230000,51.439999,51.020000,51.169998,51.169998,7096700
2021-04-14,51.040001,51.619999,51.040001,51.349998,51.349998,6025200
2021-04-15,51.599998,51.970001,51.480000,51.610001,51.610001,9045200
2021-04-16,51.930000,52.380001,51.730000,52.310001,52.310001,16476100
2021-04-19,52.310001,52.549999,48.270000,49.080002,49.080002,27893900
